100	https://gpt55.558686.xyz/v1/tools/domain-extract	null
100	https://gpt55.558686.xyz/v1/tools/diff-lines	null
100	https://gpt55.558686.xyz/v1/tools/color-convert	null
100	https://gpt55.558686.xyz/v1/x402-ping	null
100	https://gpt55.558686.xyz/v1/tools/x402-site-audit	null
100	https://gpt55.558686.xyz/v1/tools/url-text	null
100	https://gpt55.558686.xyz/v1/tools/url-metadata	null
100	https://gpt55.558686.xyz/v1/tools/url-links	null
100	https://gpt55.558686.xyz/v1/tools/uri-codec	null
100	https://gpt55.558686.xyz/v1/tools/timestamp	null
100	https://gpt55.558686.xyz/v1/tools/sort-lines	null
100	https://gpt55.558686.xyz/v1/tools/regex-match	null
100	https://gpt55.558686.xyz/v1/tools/query-parse	null
100	https://gpt55.558686.xyz/v1/tools/jwt-decode	null
100	https://gpt55.558686.xyz/v1/tools/json-validate	null
100	https://gpt55.558686.xyz/v1/tools/json-minify	null
100	https://gpt55.558686.xyz/v1/tools/json-keys	null
100	https://gpt55.558686.xyz/v1/tools/http-status	null
100	https://gpt55.558686.xyz/v1/tools/html-strip	null
100	https://gpt55.558686.xyz/v1/tools/html-entity-codec	null
100	https://gpt55.558686.xyz/v1/tools/email-normalize	null
1000	https://api.polandfoxbot.shop/search	Web search for AI agents: fast SERP retrieval, cleanup, dedupe, ranking and structured JSON results.
1000	https://relay402.georgespring.workers.dev/api/robots-check	Checks whether a given user agent may fetch a given path on a host, per the site's robots.txt (specific-agent groups, wildcard rules, Allow/Disallow longest-match). Also returns crawl-delay, sitemap URLs and whether the site publishes llms.txt or ai.txt. For scraping and research agents that want to crawl politely and prove compliance.
1000	https://relay402.georgespring.workers.dev/api/public-holidays	Official public holidays for any of 110+ countries and a given year: date, English and local name, nationwide flag and holiday type. For scheduling, logistics, payroll and commerce agents planning around non-working days worldwide.
1000	https://relay402.georgespring.workers.dev/api/wayback-snapshot	Finds the closest archived snapshot of any public URL in the Internet Archive Wayback Machine. Returns the snapshot URL, capture timestamp and original HTTP status. Optional timestamp (YYYYMMDD or longer) targets a specific date. For research agents verifying past content, checking link rot, or citing sources as they appeared.
1000	https://chainray.online/nft/:var1	ChainRay /nft
1000	https://agent402.tools/api/hash	Cryptographic hash of a text string. Algorithms: sha256 (default), sha512, sha1, md5. Returns hex and base64 digests.
1000	https://signals.edge.report/v1/gas	Gas fee snapshot
1000	https://chainray.online/token-supply/:var1	ChainRay /token-supply
